,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance
47,2020-02-17,31,Ozone,Portland,41-051-0080,AirNow,,31,,,25,,45.5051,-122.675,Portland,2020-03-23
48,2020-02-18,32,PM2.5,Portland,41-051-0080,AirNow,,31,,,32,,45.5051,-122.675,Portland,2020-03-23
49,2020-02-19,32,Ozone,Portland,41-051-0080,AirNow,,32,,,19,,45.5051,-122.675,Portland,2020-03-23
50,2020-02-20,31,PM2.5,Portland,53-011-0022,AirNow,,30,,,31,,45.5051,-122.675,Portland,2020-03-23
51,2020-02-21,59,PM2.5,Portland,53-011-0024,AirNow,,23,,,59,,45.5051,-122.675,Portland,2020-03-23
52,2020-02-22,61,PM2.5,Portland,53-011-0022,AirNow,,27,,,61,,45.5051,-122.675,Portland,2020-03-23
53,2020-02-23,37,Ozone,Portland,41-051-0080,AirNow,,37,,,29,,45.5051,-122.675,Portland,2020-03-23
54,2020-02-24,34,PM2.5,Portland,53-011-0024,AirNow,,29,,,34,,45.5051,-122.675,Portland,2020-03-23
55,2020-02-25,47,PM2.5,Portland,53-011-0024,AirNow,,19,,,47,,45.5051,-122.675,Portland,2020-03-23
56,2020-02-26,43,PM2.5,Portland,41-051-0080,AirNow,,24,,,43,,45.5051,-122.675,Portland,2020-03-23
57,2020-02-27,56,PM2.5,Portland,41-051-0080,AirNow,,21,,,56,,45.5051,-122.675,Portland,2020-03-23
58,2020-02-28,45,PM2.5,Portland,53-011-0024,AirNow,,27,,,45,,45.5051,-122.675,Portland,2020-03-23
59,2020-02-29,34,Ozone,Portland,41-051-0080,AirNow,,34,,,28,,45.5051,-122.675,Portland,2020-03-23
60,2020-03-01,47,PM2.5,Portland,53-011-0024,AirNow,,30,,,47,,45.5051,-122.675,Portland,2020-03-23
61,2020-03-02,31,PM2.5,Portland,53-011-0024,AirNow,,29,,,31,,45.5051,-122.675,Portland,2020-03-23
62,2020-03-03,29,Ozone,Portland,41-051-0080,AirNow,,29,,,23,,45.5051,-122.675,Portland,2020-03-23
63,2020-03-04,34,Ozone,Portland,41-051-0080,AirNow,,34,,,32,,45.5051,-122.675,Portland,2020-03-23
64,2020-03-05,46,PM2.5,Portland,41-051-0080,AirNow,,29,,,46,,45.5051,-122.675,Portland,2020-03-23
65,2020-03-06,28,Ozone,Portland,41-051-0080,AirNow,,28,,,18,,45.5051,-122.675,Portland,2020-03-23
66,2020-03-07,30,Ozone,Portland,41-051-0080,AirNow,,30,,,23,,45.5051,-122.675,Portland,2020-03-23
67,2020-03-08,35,PM2.5,Portland,41-051-0080,AirNow,,31,,,35,,45.5051,-122.675,Portland,2020-03-23
68,2020-03-09,53,PM2.5,Portland,41-051-0080,AirNow,,19,,,53,,45.5051,-122.675,Portland,2020-03-23
69,2020-03-10,54,PM2.5,Portland,41-051-0080,AirNow,,27,,,54,,45.5051,-122.675,Portland,2020-03-23
70,2020-03-11,36,Ozone,Portland,41-051-0080,AirNow,,36,,,29,,45.5051,-122.675,Portland,2020-03-23
71,2020-03-12,32,Ozone,Portland,41-051-0080,AirNow,,32,,,31,,45.5051,-122.675,Portland,2020-03-23
72,2020-03-13,35,PM2.5,Portland,53-011-0024,AirNow,,23,,,35,,45.5051,-122.675,Portland,2020-03-23
73,2020-03-14,30,Ozone,Portland,41-051-0080,AirNow,,30,,,21,,45.5051,-122.675,Portland,2020-03-23
74,2020-03-15,31,Ozone,Portland,41-051-0080,AirNow,,31,,,15,,45.5051,-122.675,Portland,2020-03-23
75,2020-03-16,54,Ozone,Portland,41-051-0080,AirNow,,54,,,33,,45.5051,-122.675,Portland,2020-03-23
76,2020-03-17,42,PM2.5,Portland,53-011-0022,AirNow,,29,,,42,,45.5051,-122.675,Portland,2020-03-23
77,2020-03-18,47,PM2.5,Portland,53-011-0024,AirNow,,35,,,47,,45.5051,-122.675,Portland,2020-03-23
78,2020-03-19,57,PM2.5,Portland,41-051-0080,AirNow,,29,,,57,,45.5051,-122.675,Portland,2020-03-23
79,2020-03-20,44,PM2.5,Portland,53-011-0022,AirNow,,37,,,44,,45.5051,-122.675,Portland,2020-03-23
80,2020-03-21,55,PM2.5,Portland,41-051-0080,AirNow,,37,,,55,,45.5051,-122.675,Portland,2020-03-23
81,2020-03-22,69,PM2.5,Portland,41-051-0080,AirNow,,38,,,69,,45.5051,-122.675,Portland,2020-03-23
82,2020-03-23,34,Ozone,Portland,41-051-0080,AirNow,,34,,,15,,45.5051,-122.675,Portland,2020-03-23
83,2020-03-24,32,Ozone,Portland,41-051-0080,AirNow,,32,,,14,,45.5051,-122.675,Portland,2020-03-23
84,2020-03-25,32,Ozone,Portland,41-051-0080,AirNow,,32,,,25,,45.5051,-122.675,Portland,2020-03-23
85,2020-03-26,36,PM2.5,Portland,41-067-0004,AirNow,,32,,,36,,45.5051,-122.675,Portland,2020-03-23
86,2020-03-27,35,Ozone,Portland,41-051-0080,AirNow,,35,,,32,,45.5051,-122.675,Portland,2020-03-23
87,2020-03-28,35,Ozone,Portland,41-051-0080,AirNow,,35,,,22,,45.5051,-122.675,Portland,2020-03-23
88,2020-03-29,32,Ozone,Portland,41-051-0080,AirNow,,32,,,12,,45.5051,-122.675,Portland,2020-03-23
89,2020-03-30,35,Ozone,Portland,41-051-0080,AirNow,,35,,,12,,45.5051,-122.675,Portland,2020-03-23
90,2020-03-31,36,Ozone,Portland,41-051-0080,AirNow,,36,,,12,,45.5051,-122.675,Portland,2020-03-23
91,2020-04-01,30,Ozone,Portland,41-051-0080,AirNow,,30,,,18,,45.5051,-122.675,Portland,2020-03-23
92,2020-04-02,29,Ozone,Portland,41-051-0080,AirNow,,29,,,19,,45.5051,-122.675,Portland,2020-03-23
93,2020-04-03,27,Ozone,Portland,41-051-0080,AirNow,,27,,,25,,45.5051,-122.675,Portland,2020-03-23
94,2020-04-04,27,Ozone,Portland,41-051-0080,AirNow,,27,,,25,,45.5051,-122.675,Portland,2020-03-23
95,2020-04-05,31,Ozone,Portland,41-051-0080,AirNow,,31,,,25,,45.5051,-122.675,Portland,2020-03-23
96,2020-04-06,33,PM2.5,Portland,53-011-0024,AirNow,,30,,,33,,45.5051,-122.675,Portland,2020-03-23
97,2020-04-07,41,Ozone,Portland,41-051-0080,AirNow,,41,,,26,,45.5051,-122.675,Portland,2020-03-23
98,2020-04-08,40,Ozone,Portland,41-051-0080,AirNow,,40,,,36,,45.5051,-122.675,Portland,2020-03-23
99,2020-04-09,44,Ozone,Portland,41-051-0080,AirNow,,44,,,38,,45.5051,-122.675,Portland,2020-03-23
100,2020-04-10,35,Ozone,Portland,41-051-0080,AirNow,,35,,,23,,45.5051,-122.675,Portland,2020-03-23
101,2019-01-01,128,PM2.5,Portland,53-011-0024,AQS,10.0,8,1,.,128,16.0,45.5051,-122.675,Portland,2020-03-23
102,2019-01-02,76,PM2.5,Portland,41-051-0080,AQS,13.0,12,1,.,76,16.0,45.5051,-122.675,Portland,2020-03-23
103,2019-01-03,28,PM2.5,Portland,41-067-0004,AQS,7.0,27,0,7,28,13.0,45.5051,-122.675,Portland,2020-03-23
104,2019-01-04,27,PM2.5,Portland,41-067-0111,AQS,7.0,26,0,.,27,18.0,45.5051,-122.675,Portland,2020-03-23
105,2019-01-05,46,PM2.5,Portland,53-011-0024,AQS,7.0,33,0,.,46,20.0,45.5051,-122.675,Portland,2020-03-23
106,2019-01-06,32,Ozone,Portland,41-051-0080,AQS,5.0,32,0,2,13,15.0,45.5051,-122.675,Portland,2020-03-23
107,2019-01-07,35,PM2.5,Portland,53-011-0024,AQS,5.0,29,1,.,35,26.0,45.5051,-122.675,Portland,2020-03-23
108,2019-01-08,29,Ozone,Portland,41-051-0080,AQS,3.0,29,0,.,10,6.0,45.5051,-122.675,Portland,2020-03-23
109,2019-01-09,26,Ozone,Portland,41-051-0080,AQS,5.0,26,0,6,20,20.0,45.5051,-122.675,Portland,2020-03-23
110,2019-01-10,30,PM2.5,Portland,53-011-0024,AQS,6.0,19,0,.,30,23.0,45.5051,-122.675,Portland,2020-03-23
111,2019-01-11,73,PM2.5,Portland,53-011-0024,AQS,6.0,19,0,.,73,10.0,45.5051,-122.675,Portland,2020-03-23
112,2019-01-12,63,PM2.5,Portland,53-011-0024,AQS,2.0,21,0,4,63,5.0,45.5051,-122.675,Portland,2020-03-23
113,2019-01-13,62,PM2.5,Portland,53-011-0024,AQS,2.0,24,0,.,62,4.0,45.5051,-122.675,Portland,2020-03-23
114,2019-01-14,32,PM2.5,Portland,53-011-0022,AQS,2.0,23,0,.,32,6.0,45.5051,-122.675,Portland,2020-03-23
115,2019-01-15,48,PM2.5,Portland,53-011-0024,AQS,2.0,19,0,14,48,5.0,45.5051,-122.675,Portland,2020-03-23
116,2019-01-16,55,PM2.5,Portland,53-011-0024,AQS,2.0,18,0,.,55,7.0,45.5051,-122.675,Portland,2020-03-23
117,2019-01-17,32,Ozone,Portland,41-051-0080,AQS,5.0,32,0,.,16,16.0,45.5051,-122.675,Portland,2020-03-23
118,2019-01-18,27,NO2,Portland,41-051-0080,AQS,7.0,22,1,5,23,27.0,45.5051,-122.675,Portland,2020-03-23
119,2019-01-19,46,PM2.5,Portland,41-067-0004,AQS,8.0,14,1,.,46,23.0,45.5051,-122.675,Portland,2020-03-23
120,2019-01-20,43,PM2.5,Portland,41-067-0111,AQS,8.0,18,0,.,43,25.0,45.5051,-122.675,Portland,2020-03-23
121,2019-01-21,52,PM2.5,Portland,41-051-0080,AQS,7.0,11,0,15,52,23.0,45.5051,-122.675,Portland,2020-03-23
122,2019-01-22,28,PM2.5,Portland,41-051-0080,AQS,6.0,28,0,.,28,20.0,45.5051,-122.675,Portland,2020-03-23
123,2019-01-23,30,Ozone,Portland,41-051-0080,AQS,6.0,30,0,.,17,25.0,45.5051,-122.675,Portland,2020-03-23
124,2019-01-24,56,PM2.5,Portland,53-011-0024,AQS,9.0,12,.,16,56,32.0,45.5051,-122.675,Portland,2020-03-23
125,2019-01-25,60,PM2.5,Portland,41-051-0080,AQS,13.0,6,.,.,60,23.0,45.5051,-122.675,Portland,2020-03-23
126,2019-01-26,82,PM2.5,Portland,41-051-0080,AQS,18.0,3,.,.,82,16.0,45.5051,-122.675,Portland,2020-03-23
127,2019-01-27,72,PM2.5,Portland,41-051-2011,AQS,11.0,8,.,20,72,18.0,45.5051,-122.675,Portland,2020-03-23
128,2019-01-28,33,PM2.5,Portland,53-011-0024,AQS,7.0,29,.,.,33,12.0,45.5051,-122.675,Portland,2020-03-23
129,2019-01-29,51,PM2.5,Portland,53-011-0024,AQS,2.0,25,.,.,51,6.0,45.5051,-122.675,Portland,2020-03-23
130,2019-01-30,64,PM2.5,Portland,41-067-0004,AQS,7.0,22,.,7,64,26.0,45.5051,-122.675,Portland,2020-03-23
131,2019-01-31,76,PM2.5,Portland,41-067-0004,AQS,9.0,12,.,.,76,28.0,45.5051,-122.675,Portland,2020-03-23
132,2019-02-01,84,PM2.5,Portland,41-067-0004,AQS,8.0,8,.,.,84,23.0,45.5051,-122.675,Portland,2020-03-23
133,2019-02-02,41,PM2.5,Portland,41-051-0080,AQS,6.0,24,0,10,41,18.0,45.5051,-122.675,Portland,2020-03-23
134,2019-02-03,34,Ozone,Portland,41-051-0080,AQS,6.0,34,0,.,15,18.0,45.5051,-122.675,Portland,2020-03-23
135,2019-02-04,28,NO2,Portland,41-067-0005,AQS,6.0,25,0,.,17,28.0,45.5051,-122.675,Portland,2020-03-23
136,2019-02-05,55,PM2.5,Portland,41-051-0080,AQS,7.0,17,0,16,55,29.0,45.5051,-122.675,Portland,2020-03-23
137,2019-02-06,68,PM2.5,Portland,41-067-0004,AQS,10.0,22,3,.,68,29.0,45.5051,-122.675,Portland,2020-03-23
138,2019-02-07,60,PM2.5,Portland,41-067-0004,AQS,7.0,31,0,.,60,27.0,45.5051,-122.675,Portland,2020-03-23
139,2019-02-08,53,PM2.5,Portland,53-011-0024,AQS,5.0,28,0,16,53,25.0,45.5051,-122.675,Portland,2020-03-23
140,2019-02-09,31,Ozone,Portland,41-067-0005,AQS,3.0,31,.,.,26,7.0,45.5051,-122.675,Portland,2020-03-23
141,2019-02-10,30,Ozone,Portland,41-067-0005,AQS,3.0,30,.,.,19,8.0,45.5051,-122.675,Portland,2020-03-23
142,2019-02-11,37,Ozone,Portland,41-051-0080,AQS,3.0,37,.,1,11,19.0,45.5051,-122.675,Portland,2020-03-23
143,2019-02-12,36,Ozone,Portland,41-051-0080,AQS,5.0,36,0,.,15,27.0,45.5051,-122.675,Portland,2020-03-23
144,2019-02-13,35,PM2.5,Portland,41-051-0080,AQS,7.0,34,1,.,35,29.0,45.5051,-122.675,Portland,2020-03-23
145,2019-02-14,35,Ozone,Portland,41-051-0080,AQS,3.0,35,0,4,17,20.0,45.5051,-122.675,Portland,2020-03-23
146,2019-02-15,33,Ozone,Portland,41-051-0080,AQS,3.0,33,0,.,15,13.0,45.5051,-122.675,Portland,2020-03-23
147,2019-02-16,28,Ozone,Portland,41-051-0080,AQS,6.0,28,0,.,23,26.0,45.5051,-122.675,Portland,2020-03-23
148,2019-02-17,42,PM2.5,Portland,53-011-0024,AQS,6.0,28,0,7,42,23.0,45.5051,-122.675,Portland,2020-03-23
149,2019-02-18,61,PM2.5,Portland,41-051-0080,AQS,9.0,19,1,.,61,27.0,45.5051,-122.675,Portland,2020-03-23
150,2019-02-19,35,PM2.5,Portland,53-011-0024,AQS,6.0,26,0,.,35,24.0,45.5051,-122.675,Portland,2020-03-23
151,2019-02-20,30,NO2,Portland,41-067-0005,AQS,6.0,29,0,6,27,30.0,45.5051,-122.675,Portland,2020-03-23
152,2019-02-21,43,PM2.5,Portland,41-051-2011,AQS,6.0,25,0,.,43,34.0,45.5051,-122.675,Portland,2020-03-23
153,2019-02-22,48,PM2.5,Portland,41-067-0004,AQS,7.0,25,0,.,48,26.0,45.5051,-122.675,Portland,2020-03-23
154,2019-02-23,33,PM2.5,Portland,53-011-0022,AQS,5.0,30,0,5,33,17.0,45.5051,-122.675,Portland,2020-03-23
155,2019-02-24,35,Ozone,Portland,41-051-0080,AQS,5.0,35,0,.,25,18.0,45.5051,-122.675,Portland,2020-03-23
156,2019-02-25,34,Ozone,Portland,41-051-0080,AQS,3.0,34,0,.,19,8.0,45.5051,-122.675,Portland,2020-03-23
157,2019-02-26,40,Ozone,Portland,41-051-0080,AQS,3.0,40,0,17,28,21.0,45.5051,-122.675,Portland,2020-03-23
158,2019-02-27,38,Ozone,Portland,41-051-0080,AQS,6.0,38,0,.,26,16.0,45.5051,-122.675,Portland,2020-03-23
159,2019-02-28,30,PM2.5,Portland,41-067-0004,AQS,6.0,30,0,.,30,22.0,45.5051,-122.675,Portland,2020-03-23
160,2019-03-01,38,PM2.5,Portland,41-067-0004,AQS,5.0,37,0,7,38,15.0,45.5051,-122.675,Portland,2020-03-23
161,2019-03-02,58,PM2.5,Portland,53-011-0024,AQS,3.0,42,0,.,58,13.0,45.5051,-122.675,Portland,2020-03-23
162,2019-03-03,43,Ozone,Portland,41-051-0080,AQS,2.0,43,0,.,25,4.0,45.5051,-122.675,Portland,2020-03-23
163,2019-03-04,43,Ozone,Portland,41-051-0080,AQS,2.0,43,0,13,18,6.0,45.5051,-122.675,Portland,2020-03-23
164,2019-03-05,44,Ozone,Portland,41-051-0080,AQS,2.0,44,0,.,31,8.0,45.5051,-122.675,Portland,2020-03-23
165,2019-03-06,53,PM2.5,Portland,53-011-0024,AQS,6.0,42,0,.,53,33.0,45.5051,-122.675,Portland,2020-03-23
166,2019-03-07,31,Ozone,Portland,41-051-0080,AQS,5.0,31,0,5,27,24.0,45.5051,-122.675,Portland,2020-03-23
167,2019-03-08,36,PM2.5,Portland,41-051-0080,AQS,5.0,27,0,.,36,32.0,45.5051,-122.675,Portland,2020-03-23
168,2019-03-09,38,Ozone,Portland,41-051-0080,AirNow,5.0,38,0,.,33,25.0,45.5051,-122.675,Portland,2020-03-23
169,2019-03-10,41,Ozone,Portland,41-051-0080,AirNow,2.0,41,0,11,34,19.0,45.5051,-122.675,Portland,2020-03-23
170,2019-03-11,38,Ozone,Portland,41-051-0080,AirNow,7.0,38,0,.,33,38.0,45.5051,-122.675,Portland,2020-03-23
171,2019-03-12,37,Ozone,Portland,41-051-0080,AirNow,5.0,37,0,.,16,32.0,45.5051,-122.675,Portland,2020-03-23
172,2019-03-13,30,Ozone,Portland,41-051-0080,AirNow,5.0,30,0,6,23,19.0,45.5051,-122.675,Portland,2020-03-23
173,2019-03-14,31,Ozone,Portland,41-051-0080,AirNow,5.0,31,.,.,28,21.0,45.5051,-122.675,Portland,2020-03-23
174,2019-03-15,40,Ozone,Portland,41-051-0080,AirNow,3.0,40,1,.,33,30.0,45.5051,-122.675,Portland,2020-03-23
175,2019-03-16,53,PM2.5,Portland,53-011-0024,AQS,2.0,40,0,17,53,25.0,45.5051,-122.675,Portland,2020-03-23
176,2019-03-17,45,PM2.5,Portland,53-011-0024,AQS,2.0,45,0,.,45,18.0,45.5051,-122.675,Portland,2020-03-23
177,2019-03-18,44,Ozone,Portland,41-051-0080,AQS,2.0,44,0,.,24,9.0,45.5051,-122.675,Portland,2020-03-23
178,2019-03-19,45,Ozone,Portland,41-051-0080,AQS,2.0,45,0,8,23,7.0,45.5051,-122.675,Portland,2020-03-23
179,2019-03-20,47,Ozone,Portland,41-051-0080,AQS,3.0,47,0,.,22,21.0,45.5051,-122.675,Portland,2020-03-23
180,2019-03-21,35,Ozone,Portland,41-051-0080,AQS,6.0,35,0,.,30,27.0,45.5051,-122.675,Portland,2020-03-23
181,2019-03-22,38,PM2.5,Portland,41-051-0080,AQS,7.0,26,1,13,38,19.0,45.5051,-122.675,Portland,2020-03-23
182,2019-03-23,38,Ozone,Portland,41-051-0080,AQS,5.0,38,0,.,31,19.0,45.5051,-122.675,Portland,2020-03-23
183,2019-03-24,42,Ozone,Portland,41-051-0080,AQS,5.0,42,0,.,27,26.0,45.5051,-122.675,Portland,2020-03-23
184,2019-03-25,34,PM2.5,Portland,53-011-0024,AQS,5.0,31,0,7,34,21.0,45.5051,-122.675,Portland,2020-03-23
185,2019-03-26,41,Ozone,Portland,41-051-0080,AQS,5.0,41,0,.,18,26.0,45.5051,-122.675,Portland,2020-03-23
186,2019-03-27,34,Ozone,Portland,41-051-0080,AQS,5.0,34,0,.,23,30.0,45.5051,-122.675,Portland,2020-03-23
187,2019-03-28,32,Ozone,Portland,41-051-0080,AQS,6.0,32,0,9,21,18.0,45.5051,-122.675,Portland,2020-03-23
188,2019-03-29,36,Ozone,Portland,41-051-0080,AQS,6.0,36,0,.,31,17.0,45.5051,-122.675,Portland,2020-03-23
189,2019-03-30,34,Ozone,Portland,41-051-0080,AQS,6.0,34,0,.,32,21.0,45.5051,-122.675,Portland,2020-03-23
190,2019-03-31,46,PM2.5,Portland,53-011-0024,AQS,7.0,35,0,10,46,27.0,45.5051,-122.675,Portland,2020-03-23
191,2019-04-01,38,PM2.5,Portland,41-067-0005,AQS,8.0,31,0,.,38,24.0,45.5051,-122.675,Portland,2020-03-23
192,2019-04-02,34,PM2.5,Portland,53-011-0024,AQS,3.0,20,0,.,34,27.0,45.5051,-122.675,Portland,2020-03-23
193,2019-04-03,35,Ozone,Portland,41-051-0080,AQS,3.0,35,0,7,16,22.0,45.5051,-122.675,Portland,2020-03-23
194,2019-04-04,26,PM2.5,Portland,53-011-0024,AQS,6.0,25,0,.,26,23.0,45.5051,-122.675,Portland,2020-03-23
195,2019-04-05,41,Ozone,Portland,41-051-0080,AQS,3.0,41,0,.,18,17.0,45.5051,-122.675,Portland,2020-03-23
196,2019-04-06,41,Ozone,Portland,41-051-0080,AQS,3.0,41,0,6,21,13.0,45.5051,-122.675,Portland,2020-03-23
197,2019-04-07,35,Ozone,Portland,41-051-0080,AQS,2.0,35,0,.,13,19.0,45.5051,-122.675,Portland,2020-03-23
198,2019-04-08,36,Ozone,Portland,41-051-0080,AQS,3.0,36,.,.,18,21.0,45.5051,-122.675,Portland,2020-03-23
199,2019-04-09,38,Ozone,Portland,41-051-0080,AQS,3.0,38,0,9,17,28.0,45.5051,-122.675,Portland,2020-03-23
200,2019-04-10,34,Ozone,Portland,41-051-0080,AQS,2.0,34,0,.,13,8.0,45.5051,-122.675,Portland,2020-03-23
201,2019-04-11,32,Ozone,Portland,41-051-0080,AQS,2.0,32,0,.,14,7.0,45.5051,-122.675,Portland,2020-03-23
202,2019-04-12,32,Ozone,Portland,41-051-0080,AQS,3.0,32,0,3,13,19.0,45.5051,-122.675,Portland,2020-03-23
203,2019-04-13,33,Ozone,Portland,41-051-0080,AQS,3.0,33,0,.,15,15.0,45.5051,-122.675,Portland,2020-03-23
204,2019-04-14,39,Ozone,Portland,41-051-0080,AQS,3.0,39,.,.,19,15.0,45.5051,-122.675,Portland,2020-03-23
205,2019-04-15,31,Ozone,Portland,41-051-0080,AQS,3.0,31,0,9,23,23.0,45.5051,-122.675,Portland,2020-03-23
206,2019-04-16,32,PM2.5,Portland,41-051-0080,AQS,3.0,31,0,.,32,20.0,45.5051,-122.675,Portland,2020-03-23
207,2019-04-17,34,Ozone,Portland,41-051-0080,AQS,5.0,34,0,.,14,24.0,45.5051,-122.675,Portland,2020-03-23
208,2019-04-18,32,NO2,Portland,41-051-0080,AQS,8.0,30,1,10,27,32.0,45.5051,-122.675,Portland,2020-03-23
209,2019-04-19,32,Ozone,Portland,53-011-0011,AirNow,2.0,32,0,.,18,16.0,45.5051,-122.675,Portland,2020-03-23
210,2019-04-20,38,Ozone,Portland,41-051-0080,AQS,2.0,38,0,.,18,12.0,45.5051,-122.675,Portland,2020-03-23
211,2019-04-21,36,Ozone,Portland,53-011-0011,AirNow,3.0,36,0,10,28,19.0,45.5051,-122.675,Portland,2020-03-23
